h,Y,M,D,H,GG,GD,GB,GN,T,RV,H,PS,U,D,N,R,h
2087,1992,3,28,23,0,0,0,0,26,84,38,619,20,315,8,0,12.1
2088,1992,3,28,24,0,0,0,0,21,84,37,597,10,293,8,0,11.34
2089,1992,3,29,1,0,0,0,0,17,80,34,553,20,315,8,0,10.19
2090,1992,3,29,2,0,0,0,0,25,78,35,571,20,293,8,0,11.25
2091,1992,3,29,3,0,0,0,0,25,78,35,571,20,293,8,0,11.25
2092,1992,3,29,4,0,0,0,0,14,87,36,588,20,270,8,0,10.39
2093,1992,3,29,5,0,0,0,0,-3,93,34,556,10,225,8,0,8.17
2094,1992,3,29,6,0,0,0,0,-14,98,33,541,10,90,8,0,6.8
2095,1992,3,29,7,8,8,0,36,-13,100,34,556,10,113,8,0,7.15
2096,1992,3,29,8,100,74,26,155,14,88,37,595,10,113,8,0,10.64
2097,1992,3,29,9,253,123,130,412,48,75,40,645,10,158,4,0,14.83
2098,1992,3,29,10,361,173,188,418,57,67,38,614,30,135,4,0,15.24
2099,1992,3,29,11,242,223,19,35,54,65,36,583,20,180,9,0,14.44
2100,1992,3,29,12,239,222,17,27,55,65,36,587,30,180,9,0,14.54
2101,1992,3,29,13,197,186,11,16,55,68,38,614,30,180,9,0,15.04
2102,1992,3,29,14,169,161,8,12,56,66,37,600,40,158,9,0,14.89
2103,1992,3,29,15,128,123,5,8,58,67,38,618,40,158,9,0,15.34
2104,1992,3,29,16,117,112,5,10,59,64,37,594,40,158,9,0,15.19
2105,1992,3,29,17,117,110,7,17,63,67,40,640,50,135,9,0,16.35
2106,1992,3,29,18,108,99,9,37,61,70,41,659,40,135,9,0,16.4
2107,1992,3,29,19,25,24,1,17,58,71,40,655,60,113,8,0,15.84
2108,1992,3,29,20,0,0,0,0,52,80,44,708,50,135,8,0,16.24
2109,1992,3,29,21,0,0,0,0,49,83,44,719,40,113,8,0,15.93
2110,1992,3,29,22,0,0,0,0,53,79,44,704,40,135,8,2,16.34
2111,1992,3,29,23,0,0,0,0,47,90,48,769,50,113,8,0,16.73
2112,1992,3,29,24,0,0,0,0,48,88,47,757,50,113,8,0,16.58
2113,1992,3,30,1,0,0,0,0,48,90,48,774,50,113,6,16,16.83
2114,1992,3,30,2,0,0,0,0,47,96,51,820,40,113,6,6,17.48
2115,1992,3,30,3,0,0,0,0,48,96,51,826,30,113,6,7,17.58
2116,1992,3,30,4,0,0,0,0,49,96,51,832,40,135,6,0,17.68
2117,1992,3,30,5,0,0,0,0,51,94,51,826,40,135,6,0,17.88
2118,1992,3,30,6,0,0,0,0,53,93,51,829,40,158,6,0,18.09
2119,1992,3,30,7,6,6,0,15,52,94,51,832,30,158,6,0,17.99
2120,1992,3,30,8,44,42,2,12,59,91,52,845,30,180,9,0,18.95
2121,1992,3,30,9,144,132,12,36,69,84,52,836,40,180,9,0,19.96
2122,1992,3,30,10,331,192,139,304,79,77,51,820,50,203,5,0,20.73
2123,1992,3,30,11,489,189,300,536,86,72,50,805,50,180,2,0,21.19
2124,1992,3,30,12,583,184,399,633,94,66,48,778,50,158,0,0,21.5
2125,1992,3,30,13,514,264,250,379,101,60,46,742,50,180,4,0,21.71
2126,1992,3,30,14,450,282,168,258,102,61,47,759,50,158,6,0,22.06
2127,1992,3,30,15,194,183,11,19,101,61,47,754,50,158,9,0,21.96
2128,1992,3,30,16,278,229,49,97,108,58,46,751,60,158,8,0,22.42
2129,1992,3,30,17,167,154,13,34,110,57,46,748,60,135,9,0,22.62
2130,1992,3,30,18,144,110,34,142,108,58,46,751,50,135,8,0,22.42
2131,1992,3,30,19,31,29,2,24,106,57,45,729,50,135,9,0,21.96
2132,1992,3,30,20,0,0,0,0,102,59,45,734,50,113,6,0,21.56
2133,1992,3,30,21,0,0,0,0,96,64,47,765,50,113,6,0,21.45
2134,1992,3,30,22,0,0,0,0,93,61,44,715,50,113,6,0,20.4
2135,1992,3,30,23,0,0,0,0,93,62,45,726,60,135,6,0,20.65
2136,1992,3,30,24,0,0,0,0,93,63,46,738,60,113,6,0,20.9
2137,1992,3,31,1,0,0,0,0,94,62,45,731,60,135,9,0,20.75
2138,1992,3,31,2,0,0,0,0,89,65,46,741,70,113,9,0,20.49
2139,1992,3,31,3,0,0,0,0,93,62,45,726,70,113,9,0,20.65
2140,1992,3,31,4,0,0,0,0,93,63,46,738,70,135,9,0,20.9
2141,1992,3,31,5,0,0,0,0,93,62,45,726,70,135,9,0,20.65
2142,1992,3,31,6,0,0,0,0,97,62,46,746,70,135,9,0,21.3
2143,1992,3,31,7,0,0,0,0,91,69,49,798,50,180,9,0,21.45
2144,1992,3,31,8,36,35,1,7,92,70,50,815,20,90,9,0,21.8
2145,1992,3,31,9,108,102,6,20,92,67,48,780,60,90,9,0,21.3
2146,1992,3,31,10,186,172,14,30,100,62,47,761,50,113,9,0,21.86
2147,1992,3,31,11,228,211,17,30,105,61,48,775,40,158,9,0,22.62
2148,1992,3,31,12,231,216,15,24,108,65,52,842,40,135,9,0,23.93
2149,1992,3,31,13,258,240,18,27,113,66,55,884,30,158,9,0,25.19
2150,1992,3,31,14,278,257,21,33,101,78,60,964,30,248,9,0,25.22
2151,1992,3,31,15,206,193,13,21,99,78,59,951,30,248,9,0,24.77
2152,1992,3,31,16,119,114,5,10,96,76,56,909,20,270,9,0,23.71
2153,1992,3,31,17,108,103,5,14,96,75,56,897,20,248,9,0,23.71
2154,1992,3,31,18,33,32,1,3,89,80,57,912,30,270,9,5,23.25
2155,1992,3,31,19,0,0,0,0,79,91,60,970,20,293,9,9,22.98
2156,1992,3,31,20,0,0,0,0,68,85,52,840,40,293,9,5,19.86
2157,1992,3,31,21,0,0,0,0,64,86,51,827,20,293,9,5,19.21
2158,1992,3,31,22,0,0,0,0,64,92,55,885,20,315,9,8,20.21
2159,1992,3,31,23,0,0,0,0,65,91,55,881,10,315,9,4,20.31
2160,1992,3,31,24,0,0,0,0,67,90,55,883,20,23,9,1,20.51
2161,2002,4,1,1,0,0,0,0,70,88,55,882,20,225,3,0,20.82
2162,2002,4,1,2,0,0,0,0,58,92,53,849,20,180,3,0,19.1
2163,2002,4,1,3,0,0,0,0,65,94,56,910,20,180,3,0,20.56
2164,2002,4,1,4,0,0,0,0,58,93,53,858,10,270,3,0,19.1
2165,2002,4,1,5,0,0,0,0,36,96,47,759,20,180,3,0,15.36
2166,2002,4,1,6,1,1,0,7,40,98,49,797,30,180,3,0,16.27
2167,2002,4,1,7,24,23,1,46,39,98,49,792,10,180,3,0,16.17
2168,2002,4,1,8,108,83,25,138,79,97,64,1034,20,180,8,0,23.99
2169,2002,4,1,9,151,139,12,37,94,93,68,1097,10,270,9,0,26.52
2170,2002,4,1,10,277,210,67,143,107,84,67,1081,30,180,7,0,27.59
2171,2002,4,1,11,496,194,302,529,130,75,70,1123,30,180,2,0,30.69
2172,2002,4,1,12,639,139,500,780,149,64,67,1084,30,180,0,0,31.87
2173,2002,4,1,13,681,132,549,819,159,58,65,1048,40,180,0,0,32.39
2174,2002,4,1,14,656,144,512,776,170,53,64,1027,40,180,0,0,33.25
2175,2002,4,1,15,493,229,264,435,170,52,62,1008,30,180,3,0,32.75
2176,2002,4,1,16,414,199,215,416,168,50,59,957,30,180,3,0,31.79
2177,2002,4,1,17,261,175,86,217,169,53,63,1021,20,158,6,0,32.9
2178,2002,4,1,18,157,113,44,176,164,54,62,1007,20,135,7,0,32.14
2179,2002,4,1,19,44,40,4,39,145,60,61,991,20,135,9,0,29.95
2180,2002,4,1,20,0,0,0,0,111,72,59,951,20,90,3,0,25.99
2181,2002,4,1,21,0,0,0,0,94,83,61,979,20,90,3,0,24.76
2182,2002,4,1,22,0,0,0,0,97,83,62,999,20,113,3,0,25.32
2183,2002,4,1,23,0,0,0,0,91,83,59,959,30,113,3,0,23.95
2184,2002,4,1,24,0,0,0,0,84,84,57,926,30,113,3,0,22.74
2185,2002,4,2,1,0,0,0,0,84,85,58,937,20,113,1,0,22.99
2186,2002,4,2,2,0,0,0,0,80,87,58,933,20,113,1,0,22.59
2187,2002,4,2,3,0,0,0,0,91,83,59,959,30,135,1,0,23.95
2188,2002,4,2,4,0,0,0,0,93,74,54,867,30,158,1,0,22.9
2189,2002,4,2,5,0,0,0,0,88,75,53,850,30,135,1,0,22.14
2190,2002,4,2,6,1,1,0,2,80,76,50,815,30,135,1,0,20.58
2191,2002,4,2,7,25,24,1,33,86,73,50,816,40,135,1,0,21.19
2192,2002,4,2,8,137,80,57,300,107,65,52,836,40,135,5,0,23.82
2193,2002,4,2,9,289,120,169,496,124,60,54,864,30,135,2,0,26.05
2194,2002,4,2,10,438,136,302,639,147,53,55,887,40,135,0,0,28.64
2195,2002,4,2,11,558,143,415,719,171,46,56,897,40,158,0,0,31.34
2196,2002,4,2,12,639,146,493,764,186,42,56,900,40,158,0,0,32.86
2197,2002,4,2,13,644,178,466,690,193,41,57,918,60,135,0,0,33.83
2198,2002,4,2,14,648,159,489,737,202,34,50,805,60,135,0,0,32.97
2199,2002,4,2,15,579,164,415,679,203,35,52,834,70,113,0,0,33.58
2200,2002,4,2,16,460,171,289,556,204,33,49,791,60,113,1,0,32.92
2201,2002,4,2,17,299,165,134,335,200,34,49,795,60,135,5,0,32.51
2202,2002,4,2,18,137,115,22,87,190,34,46,747,60,113,8,0,30.74
2203,2002,4,2,19,35,33,2,23,172,38,46,746,40,113,9,0,28.91
2204,2002,4,2,20,0,0,0,0,144,46,47,755,30,90,1,0,26.32
2205,2002,4,2,21,0,0,0,0,132,53,50,804,30,90,1,0,25.86
2206,2002,4,2,22,0,0,0,0,133,53,50,810,40,90,1,0,25.96
2207,2002,4,2,23,0,0,0,0,125,56,50,812,40,90,1,0,25.15
2208,2002,4,2,24,0,0,0,0,127,55,50,808,50,90,1,0,25.35
2209,2002,4,3,1,0,0,0,0,125,55,49,797,60,90,0,0,24.9
2210,2002,4,3,2,0,0,0,0,119,58,50,808,50,90,0,0,24.54
2211,2002,4,3,3,0,0,0,0,121,57,50,805,60,90,0,0,24.74
2212,2002,4,3,4,0,0,0,0,117,58,49,798,50,90,0,0,24.09
2213,2002,4,3,5,0,0,0,0,117,57,49,784,50,90,0,0,24.09
2214,2002,4,3,6,2,2,0,1,112,57,47,758,60,90,0,0,23.08
2215,2002,4,3,7,33,32,1,35,102,61,47,759,50,90,9,0,22.06
2216,2002,4,3,8,155,76,79,403,115,58,49,787,60,90,4,0,23.88
2217,2002,4,3,9,326,95,231,668,135,52,50,805,60,90,0,0,26.17
2218,2002,4,3,10,519,92,427,893,149,48,50,813,80,90,0,0,27.59
2219,2002,4,3,11,577,129,448,769,166,45,53,850,10,90,0,0,30.07
2220,2002,4,3,12,662,126,536,823,178,41,52,836,90,90,0,0,31.04
2221,2002,4,3,13,689,135,554,813,182,41,53,857,10,90,0,0,31.7
2222,2002,4,3,14,670,141,529,792,187,41,55,884,70,113,0,0,32.71
2223,2002,4,3,15,617,129,488,792,192,38,52,846,80,113,0,0,32.46
2224,2002,4,3,16,509,130,379,722,193,35,48,784,80,90,0,0,31.55
2225,2002,4,3,17,363,127,236,584,192,35,48,779,70,90,1,0,31.45
2226,2002,4,3,18,208,100,108,413,188,33,44,716,80,90,3,0,30.03
2227,2002,4,3,19,69,45,24,228,170,37,44,717,60,90,6,0,28.21
2228,2002,4,3,20,0,0,0,0,154,43,47,752,50,90,0,0,27.34
2229,2002,4,3,21,0,0,0,0,145,46,47,760,60,90,0,0,26.43
2230,2002,4,3,22,0,0,0,0,139,47,46,747,60,90,0,0,25.57
2231,2002,4,3,23,0,0,0,0,128,50,46,739,50,90,0,0,24.45
2232,2002,4,3,24,0,0,0,0,116,54,46,738,40,90,0,0,23.23
2233,2002,4,4,1,0,0,0,0,111,56,46,740,50,90,1,0,22.72
2234,2002,4,4,2,0,0,0,0,101,60,46,742,40,90,1,0,21.71
2235,2002,4,4,3,0,0,0,0,95,62,46,736,40,90,1,0,21.1
2236,2002,4,4,4,0,0,0,0,93,61,44,715,40,90,1,0,20.4
2237,2002,4,4,5,0,0,0,0,84,62,42,683,40,90,1,0,18.98
2238,2002,4,4,6,2,2,0,2,78,63,41,667,50,90,1,0,18.12
2239,2002,4,4,7,27,24,3,66,76,63,41,658,60,90,1,0,17.92
2240,2002,4,4,8,133,89,44,218,84,60,41,661,40,90,6,0,18.73
2241,2002,4,4,9,300,123,177,502,103,55,43,689,40,90,2,0,21.16
2242,2002,4,4,10,462,126,336,695,121,52,45,734,40,68,0,0,23.49
2243,2002,4,4,11,587,125,462,786,137,49,48,768,40,90,0,0,25.87
2244,2002,4,4,12,654,142,512,780,151,48,51,824,40,68,0,0,28.04
2245,2002,4,4,13,691,139,552,805,162,43,49,792,50,90,0,0,28.66
2246,2002,4,4,14,685,129,556,826,173,40,49,790,50,90,0,0,29.77
2247,2002,4,4,15,580,173,407,656,183,38,49,799,40,90,0,0,30.79
2248,2002,4,4,16,404,215,189,357,181,37,48,769,50,68,4,0,30.33
2249,2002,4,4,17,286,176,110,269,172,35,42,687,60,68,6,0,27.9
2250,2002,4,4,18,147,119,28,106,153,39,42,678,50,90,8,0,25.98
2251,2002,4,4,19,75,47,28,264,143,43,43,701,40,68,6,0,25.22
2252,2002,4,4,20,2,2,0,2,126,47,42,686,40,68,1,0,23.24
2253,2002,4,4,21,0,0,0,0,118,48,41,664,50,90,1,0,22.18
2254,2002,4,4,22,0,0,0,0,105,49,38,622,50,90,1,0,20.11
2255,2002,4,4,23,0,0,0,0,97,49,36,590,60,90,1,0,18.79
2256,2002,4,4,24,0,0,0,0,86,50,34,559,50,90,1,0,17.18
2257,2002,4,5,1,0,0,0,0,78,50,33,529,50,90,0,0,16.12
2258,2002,4,5,2,0,0,0,0,73,50,32,511,50,90,0,0,15.36
2259,2002,4,5,3,0,0,0,0,67,52,31,510,50,90,0,0,14.5
2260,2002,4,5,4,0,0,0,0,61,53,31,499,60,90,0,0,13.9
2261,2002,4,5,5,0,0,0,0,52,56,31,495,50,90,0,0,12.98
2262,2002,4,5,6,3,3,0,5,47,55,29,470,40,90,0,0,11.98
2263,2002,4,5,7,37,31,6,118,47,57,30,487,50,90,8,0,12.23
2264,2002,4,5,8,168,78,90,431,58,54,31,498,60,90,3,0,13.59
2265,2002,4,5,9,338,97,241,675,77,48,31,505,70,90,0,0,15.51
2266,2002,4,5,10,493,99,394,805,102,41,31,510,60,90,0,0,18.04
2267,2002,4,5,11,611,108,503,848,119,38,33,529,80,90,0,0,20.27
2268,2002,4,5,12,688,122,566,856,127,33,30,485,90,68,0,0,20.32
2269,2002,4,5,13,724,128,596,863,132,34,32,516,90,68,0,0,21.33
2270,2002,4,5,14,707,125,582,858,140,33,33,528,90,90,0,0,22.39
2271,2002,4,5,15,641,113,528,844,148,31,32,522,70,90,0,0,22.95
2272,2002,4,5,16,531,117,414,776,145,31,32,512,80,90,0,0,22.65
2273,2002,4,5,17,385,116,269,650,136,37,36,576,90,90,0,0,22.74
2274,2002,4,5,18,229,94,135,501,128,39,36,577,90,90,2,0,21.93
2275,2002,4,5,19,82,47,35,313,116,42,35,574,70,68,5,0,20.47
2276,2002,4,5,20,5,5,0,5,99,46,35,561,50,68,0,0,18.74
2277,2002,4,5,21,0,0,0,0,89,46,32,525,70,90,0,0,16.98
2278,2002,4,5,22,0,0,0,0,79,46,30,490,90,90,0,0,15.47
2279,2002,4,5,23,0,0,0,0,70,46,28,461,80,90,0,0,14.05
2280,2002,4,5,24,0,0,0,0,60,48,28,449,70,90,0,0,13.04
2281,2002,4,6,1,0,0,0,0,53,53,29,472,60,90,0,0,12.59
2282,2002,4,6,2,0,0,0,0,44,55,28,460,60,68,0,0,11.42
2283,2002,4,6,3,0,0,0,0,35,57,28,448,60,68,0,0,10.51
2284,2002,4,6,4,0,0,0,0,23,63,28,454,60,68,0,0,9.3
2285,2002,4,6,5,0,0,0,0,13,67,28,450,50,68,0,0,8.29
2286,2002,4,6,6,3,3,0,17,3,69,27,431,60,68,0,0,7.03
2287,2002,4,6,7,41,29,12,229,1,68,26,419,60,68,6,0,6.58
2288,2002,4,6,8,176,79,97,457,9,64,26,418,70,68,3,0,7.39
2289,2002,4,6,9,349,92,257,706,25,57,26,417,70,68,0,0,9
2290,2002,4,6,10,505,92,413,834,48,45,24,387,80,90,0,0,10.83
2291,2002,4,6,11,629,111,518,865,66,41,25,400,80,90,0,0,12.9
2292,2002,4,6,12,712,126,586,879,82,38,25,413,80,68,0,0,14.52
2293,2002,4,6,13,742,131,611,878,88,38,27,430,70,90,0,0,15.62
2294,2002,4,6,14,721,128,593,869,102,36,28,448,60,68,0,0,17.29
2295,2002,4,6,15,669,118,551,875,108,34,27,440,80,68,0,0,17.65
2296,2002,4,6,16,563,100,463,860,107,36,29,463,80,68,0,0,18.05
2297,2002,4,6,17,417,88,329,788,105,37,29,470,70,68,0,0,17.85
2298,2002,4,6,18,252,79,173,631,103,39,30,489,70,68,0,0,17.89
2299,2002,4,6,19,94,44,50,427,94,42,31,495,70,68,3,0,17.23
2300,2002,4,6,20,7,7,0,17,80,44,29,472,30,45,0,0,15.32
2301,2002,4,6,21,0,0,0,0,69,57,35,567,60,45,0,0,15.71
2302,2002,4,6,22,0,0,0,0,58,65,37,600,40,45,0,0,15.09
2303,2002,4,6,23,0,0,0,0,46,67,35,568,50,45,0,0,13.38
2304,2002,4,6,24,0,0,0,0,30,70,33,531,20,45,0,0,11.26
2305,2002,4,7,1,0,0,0,0,29,72,33,542,40,45,0,0,11.16
2306,2002,4,7,2,0,0,0,0,22,75,33,537,40,45,0,0,10.45
2307,2002,4,7,3,0,0,0,0,18,78,34,543,30,45,0,0,10.29
2308,2002,4,7,4,0,0,0,0,-1,83,31,504,10,270,0,0,7.62
2309,2002,4,7,5,0,0,0,0,0,87,33,532,20,23,0,0,8.22
2310,2002,4,7,6,4,4,0,21,-8,88,31,507,30,23,0,0,6.91
2311,2002,4,7,7,44,25,19,307,15,89,37,606,30,45,5,0,10.74
2312,2002,4,7,8,178,82,96,436,42,85,43,701,30,45,3,0,14.97
2313,2002,4,7,9,344,104,240,650,62,77,45,730,40,45,0,0,17.5
2314,2002,4,7,10,497,109,388,776,77,67,44,704,40,45,0,0,18.77
2315,2002,4,7,11,613,115,498,825,90,57,40,654,40,45,0,0,19.09
2316,2002,4,7,12,709,125,584,869,104,52,41,656,30,23,0,0,20.76
2317,2002,4,7,13,740,131,609,870,113,48,40,643,30,45,0,0,21.42
2318,2002,4,7,14,713,126,587,854,127,43,39,632,30,135,0,0,22.59
2319,2002,4,7,15,603,166,437,690,124,48,43,691,20,23,0,0,23.29
2320,2002,4,7,16,542,115,427,787,129,44,40,655,40,23,0,0,23.04
2321,2002,4,7,17,404,107,297,704,126,45,41,657,40,45,0,0,22.99
2322,2002,4,7,18,243,92,151,545,114,56,47,755,50,45,2,0,23.28
2323,2002,4,7,19,91,49,42,345,100,63,48,774,40,23,4,0,22.11
2324,2002,4,7,20,5,5,0,21,85,71,49,788,40,23,0,0,20.84
2325,2002,4,7,21,0,0,0,0,72,82,52,833,30,360,0,0,20.27
2326,2002,4,7,22,0,0,0,0,72,83,52,843,40,23,0,0,20.27
2327,2002,4,7,23,0,0,0,0,64,82,49,788,40,23,0,0,18.7
2328,2002,4,7,24,0,0,0,0,53,86,47,766,30,45,0,0,17.09
2329,2002,4,8,1,0,0,0,0,48,86,46,740,40,45,0,0,16.33
2330,2002,4,8,2,0,0,0,0,40,87,44,708,30,23,0,0,15.02
2331,2002,4,8,3,0,0,0,0,35,88,43,691,30,45,0,0,14.26
2332,2002,4,8,4,0,0,0,0,30,87,41,659,30,45,0,0,13.25
2333,2002,4,8,5,0,0,0,0,19,88,38,617,20,45,0,0,11.39
2334,2002,4,8,6,4,4,0,13,10,88,36,578,20,68,0,0,9.98
2335,2002,4,8,7,46,29,17,260,17,87,37,601,20,45,6,0,10.94
2336,2002,4,8,8,181,86,95,424,43,76,39,631,20,45,3,0,14.07
2337,2002,4,8,9,346,108,238,634,83,55,37,602,30,90,0,0,17.63
2338,2002,4,8,10,500,112,388,767,103,41,32,514,50,90,0,0,18.4
2339,2002,4,8,11,626,111,515,847,117,38,32,523,60,90,0,0,19.81
2340,2002,4,8,12,709,125,584,863,126,39,35,569,50,90,0,0,21.48
2341,2002,4,8,13,738,131,607,862,131,38,35,573,60,90,0,0,21.99
2342,2002,4,8,14,713,126,587,848,136,38,37,592,50,45,0,0,23
2343,2002,4,8,15,663,117,546,855,134,35,33,538,50,68,0,0,21.79
2344,2002,4,8,16,537,126,411,752,139,35,34,556,40,45,0,0,22.54
2345,2002,4,8,17,342,162,180,422,133,36,34,550,40,45,3,0,21.94
2346,2002,4,8,18,236,101,135,479,126,42,38,613,50,23,3,0,22.23
2347,2002,4,8,19,92,52,40,319,114,51,43,688,50,23,5,0,22.27
2348,2002,4,8,20,7,7,0,13,96,62,46,741,20,23,0,0,21.2
2349,2002,4,8,21,0,0,0,0,91,69,49,798,40,23,0,0,21.45
2350,2002,4,8,22,0,0,0,0,84,66,45,728,30,45,0,0,19.73
2351,2002,4,8,23,0,0,0,0,77,70,46,736,40,45,0,0,19.27
2352,2002,4,8,24,0,0,0,0,62,76,45,721,30,45,0,0,17.5
2353,2002,4,9,1,0,0,0,0,34,83,40,647,10,68,8,0,13.41
2354,2002,4,9,2,0,0,0,0,29,88,41,662,10,270,8,0,13.15
2355,2002,4,9,3,0,0,0,0,20,90,39,635,10,360,8,0,11.74
2356,2002,4,9,4,0,0,0,0,11,92,38,609,10,360,8,0,10.58
2357,2002,4,9,5,0,0,0,0,4,93,36,585,20,360,8,0,9.37
2358,2002,4,9,6,4,4,0,21,-8,94,33,542,10,45,8,0,7.41
2359,2002,4,9,7,50,31,19,258,12,96,40,640,20,360,6,0,11.18
2360,2002,4,9,8,177,93,84,366,53,95,52,846,20,45,4,0,18.34
2361,2002,4,9,9,194,169,25,67,59,95,55,882,30,23,8,0,19.7
2362,2002,4,9,10,244,223,21,42,75,88,57,912,30,360,9,0,21.83
2363,2002,4,9,11,303,270,33,54,83,78,53,854,30,360,9,0,21.64
2364,2002,4,9,12,390,306,84,123,93,73,53,855,30,270,8,0,22.65
2365,2002,4,9,13,318,292,26,37,94,70,51,826,40,270,9,0,22.25
2366,2002,4,9,14,223,210,13,19,89,70,49,798,40,270,9,0,21.24
2367,2002,4,9,15,288,264,24,37,97,65,48,782,30,360,9,0,21.8
2368,2002,4,9,16,340,247,93,169,101,57,44,705,20,270,7,0,21.21
2369,2002,4,9,17,114,108,6,13,95,63,46,748,30,270,9,0,21.1
2370,2002,4,9,18,69,66,3,11,78,76,50,804,40,360,9,0,20.38
2371,2002,4,9,19,30,29,1,10,75,80,51,829,40,360,9,2,20.32
2372,2002,4,9,20,0,0,0,0,65,86,52,833,30,360,8,0,19.56
2373,2002,4,9,21,0,0,0,0,61,89,52,838,30,23,8,0,19.15
2374,2002,4,9,22,0,0,0,0,59,83,48,771,50,23,8,0,17.95
2375,2002,4,9,23,0,0,0,0,51,83,45,729,40,45,8,0,16.38
2376,2002,4,9,24,0,0,0,0,51,75,41,659,50,45,8,0,15.38
2377,2002,4,10,1,0,0,0,0,45,72,37,607,50,45,4,0,13.78
2378,2002,4,10,2,0,0,0,0,41,70,35,573,40,45,4,0,12.87
2379,2002,4,10,3,0,0,0,0,35,71,34,558,50,45,4,0,12.01
2380,2002,4,10,4,0,0,0,0,29,73,34,549,40,45,4,0,11.41
2381,2002,4,10,5,0,0,0,0,24,76,34,552,40,45,4,0,10.9
2382,2002,4,10,6,4,4,0,11,19,77,33,540,40,45,4,0,10.14
2383,2002,4,10,7,41,35,6,78,20,77,34,544,40,45,8,0,10.49
2384,2002,4,10,8,158,104,54,230,33,72,34,557,40,45,6,0,11.81
2385,2002,4,10,9,307,148,159,411,57,66,37,605,40,45,3,0,14.99
2386,2002,4,10,10,446,175,271,526,76,57,37,595,60,45,2,0,16.92
2387,2002,4,10,11,560,188,372,601,91,53,38,613,70,45,1,0,18.69
2388,2002,4,10,12,667,163,504,734,110,44,36,578,70,45,0,0,20.11
2389,2002,4,10,13,645,218,427,598,113,46,38,616,70,45,1,0,20.92
2390,2002,4,10,14,503,296,207,296,118,43,37,595,90,68,5,0,21.17
2391,2002,4,10,15,330,286,44,67,108,46,37,596,70,68,9,0,20.16
2392,2002,4,10,16,368,244,124,223,106,44,35,562,80,68,6,0,19.45
2393,2002,4,10,17,329,176,153,353,106,42,33,537,90,68,4,0,18.95
2394,2002,4,10,18,167,130,37,126,101,43,33,532,80,90,8,0,18.45
2395,2002,4,10,19,85,59,26,191,96,46,34,550,60,90,7,0,18.19
2396,2002,4,10,20,7,7,0,11,83,49,33,537,40,90,4,0,16.62
2397,2002,4,10,21,0,0,0,0,78,51,33,540,50,90,4,0,16.12
2398,2002,4,10,22,0,0,0,0,70,53,33,531,40,68,4,0,15.31
2399,2002,4,10,23,0,0,0,0,62,55,32,522,30,68,4,0,14.25
2400,2002,4,10,24,0,0,0,0,53,60,33,535,40,45,4,0,13.59
2401,2002,4,11,1,0,0,0,0,48,61,32,525,40,45,5,0,12.83
2402,2002,4,11,2,0,0,0,0,41,63,32,516,40,45,5,0,12.12
2403,2002,4,11,3,0,0,0,0,41,67,34,549,50,45,5,0,12.62
2404,2002,4,11,4,0,0,0,0,34,71,34,554,40,45,5,0,11.91
2405,2002,4,11,5,0,0,0,0,30,76,36,576,40,45,5,0,12.01
2406,2002,4,11,6,2,2,0,8,34,79,38,616,30,45,5,0,12.91
2407,2002,4,11,7,21,20,1,11,46,79,41,670,30,45,5,0,14.88
2408,2002,4,11,8,101,93,8,32,59,76,44,706,40,45,9,0,16.95
2409,2002,4,11,9,292,161,131,336,79,69,45,735,40,45,5,0,19.23
2410,2002,4,11,10,458,170,288,552,98,61,46,739,50,68,1,0,21.4
2411,2002,4,11,11,506,234,272,437,103,57,44,714,70,90,3,0,21.41
2412,2002,4,11,12,400,310,90,130,111,52,42,687,50,68,8,0,21.72
2413,2002,4,11,13,433,322,111,155,120,47,41,659,60,45,7,0,22.38
2414,2002,4,11,14,570,265,305,433,126,57,51,832,50,45,3,0,25.5
2415,2002,4,11,15,411,289,122,187,121,52,45,734,40,23,7,0,23.49
2416,2002,4,11,16,361,248,113,202,118,55,47,761,30,23,7,0,23.69
2417,2002,4,11,17,309,187,122,279,111,57,47,753,40,45,5,0,22.97
2418,2002,4,11,18,228,117,111,379,101,62,47,766,50,45,4,0,21.96
2419,2002,4,11,19,64,59,5,39,90,58,41,666,30,23,9,0,19.34
2420,2002,4,11,20,7,7,0,8,90,60,43,689,20,23,5,0,19.84
2421,2002,4,11,21,0,0,0,0,67,69,42,677,20,360,5,0,17.26
2422,2002,4,11,22,0,0,0,0,77,69,45,725,40,23,5,0,19.02
2423,2002,4,11,23,0,0,0,0,62,76,45,721,30,23,5,0,17.5
2424,2002,4,11,24,0,0,0,0,48,83,44,714,20,23,5,0,15.83
2425,2002,4,12,1,0,0,0,0,23,89,40,642,20,23,5,0,12.3
2426,2002,4,12,2,0,0,0,0,22,93,41,666,20,360,5,0,12.44
2427,2002,4,12,3,0,0,0,0,8,93,37,602,10,270,5,0,10.03
2428,2002,4,12,4,0,0,0,0,8,95,38,615,10,360,5,0,10.28
2429,2002,4,12,5,0,0,0,0,10,96,39,631,20,360,5,0,10.73
2430,2002,4,12,6,4,4,0,14,13,97,40,651,30,23,5,0,11.28
2431,2002,4,12,7,44,39,5,51,34,96,46,749,20,23,9,0,14.91
2432,2002,4,12,8,160,110,50,203,56,95,54,864,30,360,7,0,19.14
2433,2002,4,12,9,303,159,144,362,86,87,60,972,30,360,4,0,23.7
2434,2002,4,12,10,445,185,260,494,98,70,53,848,50,23,2,0,23.16
